Id,Coordinates,Order,Distance,Time
3185,"[[0, 0], [1, 20], [9, 22], [5, 65], [8, 92], [2, 49], [10, 38], [5, 8], [6, 98], [5, 7], [7, 87], [2, 21], [7, 99], [2, 39], [1, 8], [4, 48], [1, 40], [7, 36], [4, 42], [7, 78], [6, 50], [0, 0]]","[0, 14, 7, 9, 1, 11, 17, 13, 16, 18, 15, 5, 3, 19, 10, 4, 8, 12, 20, 6, 2, 21]",214.70593211073512,14.072681665420532
3186,"[[0, 0], [2, 12], [16, 33], [12, 129], [12, 40], [7, 116], [11, 137], [15, 9], [3, 35], [11, 126], [12, 116], [8, 98], [14, 101], [12, 67], [15, 130], [7, 93], [11, 70], [14, 37], [8, 62], [12, 45], [10, 116], [0, 0]]","[0, 7, 2, 17, 4, 19, 13, 16, 15, 11, 12, 10, 20, 9, 3, 14, 6, 5, 18, 8, 1, 21]",293.50866917475,17.422924757003784
3187,"[[0, 0], [28, 13], [11, 15], [14, 12], [29, 6], [41, 4], [55, 4], [81, 3], [41, 12], [33, 9], [63, 3], [15, 11], [46, 15], [34, 8], [37, 4], [71, 12], [2, 1], [71, 15], [69, 11], [69, 6], [9, 2], [0, 0]]","[0, 16, 2, 3, 11, 1, 9, 13, 8, 12, 6, 10, 19, 7, 15, 17, 18, 5, 14, 4, 20, 21]",191.4015151905001,17.66758370399475
3188,"[[0, 0], [16, 43], [15, 8], [17, 29], [6, 180], [14, 62], [12, 166], [18, 113], [17, 44], [6, 107], [19, 156], [22, 18], [13, 31], [1, 179], [4, 51], [16, 89], [2, 59], [10, 74], [13, 66], [12, 74], [16, 147], [0, 0]]","[0, 2, 11, 3, 12, 1, 8, 5, 18, 19, 15, 7, 20, 10, 6, 4, 13, 9, 17, 16, 14, 21]",386.4867859368254,19.1017644405365
3189,"[[0, 0], [7, 17], [2, 17], [2, 6], [4, 4], [10, 7], [2, 22], [7, 25], [10, 3], [1, 3], [2, 3], [11, 9], [1, 27], [2, 6], [8, 14], [2, 2], [2, 20], [10, 10], [2, 20], [5, 17], [8, 7], [0, 0]]","[0, 9, 10, 3, 13, 8, 5, 11, 17, 14, 19, 2, 16, 18, 6, 12, 7, 1, 20, 4, 15, 21]",79.20164429202046,18.055583715438843
3190,"[[0, 0], [34, 92], [2, 36], [14, 14], [21, 37], [56, 25], [50, 64], [2, 72], [6, 38], [21, 102], [55, 32], [16, 1], [31, 26], [6, 16], [16, 28], [6, 48], [24, 82], [11, 42], [6, 69], [3, 105], [35, 95], [0, 0]]","[0, 13, 14, 4, 17, 8, 2, 15, 18, 7, 19, 9, 20, 1, 16, 6, 10, 5, 12, 3, 11, 21]",333.0240963876494,20.08740997314453
3191,"[[0, 0], [17, 2], [32, 17], [31, 27], [26, 22], [8, 31], [20, 32], [3, 30], [5, 25], [25, 6], [14, 29], [19, 34], [21, 19], [23, 15], [18, 14], [7, 33], [29, 25], [25, 21], [26, 32], [11, 1], [31, 12], [0, 0]]","[0, 19, 1, 9, 20, 2, 4, 17, 12, 10, 5, 15, 7, 8, 11, 6, 18, 3, 16, 13, 14, 21]",157.8489509557709,14.269194841384888
3192,"[[0, 0], [25, 43], [6, 58], [7, 8], [6, 46], [2, 82], [22, 74], [3, 25], [4, 28], [14, 67], [5, 55], [7, 62], [7, 66], [21, 11], [13, 49], [28, 29], [29, 54], [12, 69], [8, 27], [14, 16], [6, 12], [0, 0]]","[0, 3, 19, 13, 15, 1, 16, 14, 2, 11, 12, 17, 9, 6, 5, 10, 4, 8, 7, 18, 20, 21]",242.74535144559695,15.41097354888916
3193,"[[0, 0], [80, 33], [6, 19], [9, 6], [5, 11], [69, 18], [78, 20], [37, 13], [69, 9], [25, 6], [80, 15], [94, 27], [35, 13], [16, 5], [5, 31], [55, 13], [31, 30], [82, 11], [41, 19], [55, 11], [49, 14], [0, 0]]","[0, 4, 2, 14, 16, 18, 7, 20, 15, 19, 8, 5, 6, 10, 17, 11, 1, 12, 9, 13, 3, 21]",265.2521288265326,15.581125497817991
3194,"[[0, 0], [7, 136], [47, 137], [139, 59], [107, 80], [22, 74], [13, 90], [179, 24], [72, 83], [166, 72], [73, 8], [91, 73], [136, 95], [95, 104], [138, 99], [133, 29], [75, 126], [183, 2], [163, 110], [161, 71], [43, 124], [0, 0]]","[0, 10, 15, 19, 9, 18, 14, 12, 13, 16, 2, 20, 1, 6, 5, 8, 11, 4, 3, 7, 17, 21]",866.109933327323,15.12101674079895
3195,"[[0, 0], [56, 23], [26, 51], [30, 39], [51, 18], [31, 34], [12, 5], [25, 14], [14, 67], [41, 57], [51, 55], [48, 66], [64, 29], [49, 65], [37, 29], [33, 54], [30, 4], [18, 6], [61, 69], [36, 1], [34, 9], [0, 0]]","[0, 6, 17, 7, 16, 19, 20, 4, 1, 12, 14, 5, 3, 2, 15, 9, 10, 18, 13, 11, 8, 21]",303.80004827145547,19.005794525146484
3196,"[[0, 0], [11, 15], [7, 27], [13, 20], [5, 23], [24, 24], [14, 4], [18, 22], [8, 7], [25, 27], [11, 6], [18, 5], [4, 22], [23, 9], [16, 18], [25, 16], [1, 6], [27, 5], [24, 26], [3, 16], [18, 19], [0, 0]]","[0, 8, 10, 6, 11, 17, 13, 15, 20, 14, 3, 12, 4, 2, 7, 5, 18, 9, 1, 19, 16, 21]",135.62529392292336,19.95413398742676
3197,"[[0, 0], [181, 42], [100, 163], [106, 103], [71, 28], [51, 186], [20, 35], [114, 48], [157, 67], [145, 27], [121, 142], [146, 117], [120, 143], [77, 60], [46, 44], [97, 83], [144, 30], [179, 65], [32, 94], [118, 174], [74, 80], [0, 0]]","[0, 14, 4, 13, 20, 3, 10, 12, 2, 19, 11, 8, 17, 1, 9, 16, 7, 15, 5, 18, 6, 21]",860.3082887865801,15.504282236099243
3198,"[[0, 0], [39, 46], [20, 43], [16, 37], [105, 40], [12, 2], [44, 42], [16, 57], [102, 1], [10, 37], [23, 63], [67, 2], [22, 23], [40, 60], [35, 64], [4, 14], [54, 30], [78, 12], [101, 4], [26, 11], [54, 56], [0, 0]]","[0, 15, 12, 3, 9, 2, 7, 10, 14, 13, 1, 6, 16, 17, 11, 18, 8, 4, 20, 19, 5, 21]",401.3241447342373,17.202738761901855
3199,"[[0, 0], [88, 26], [84, 13], [37, 15], [25, 12], [55, 4], [130, 15], [20, 1], [42, 6], [112, 6], [107, 6], [104, 26], [107, 22], [123, 11], [9, 22], [16, 5], [100, 26], [31, 11], [38, 14], [20, 22], [59, 20], [0, 0]]","[0, 15, 7, 4, 17, 3, 18, 8, 5, 1, 16, 11, 12, 6, 13, 9, 10, 2, 20, 19, 14, 21]",303.9803677006108,15.808896780014038
3200,"[[0, 0], [22, 9], [10, 9], [16, 2], [120, 1], [21, 4], [33, 10], [68, 2], [25, 2], [64, 1], [112, 7], [107, 13], [48, 5], [133, 9], [136, 6], [9, 2], [9, 4], [62, 2], [46, 9], [52, 6], [81, 6], [0, 0]]","[0, 15, 16, 2, 1, 6, 18, 12, 19, 17, 9, 7, 20, 11, 10, 13, 14, 4, 8, 5, 3, 21]",288.5524164987252,17.159306526184082
3201,"[[0, 0], [73, 85], [74, 50], [87, 26], [82, 46], [68, 68], [87, 1], [87, 60], [97, 84], [100, 59], [83, 12], [91, 4], [80, 87], [80, 58], [84, 43], [41, 42], [49, 115], [113, 86], [112, 12], [59, 109], [8, 114], [0, 0]]","[0, 15, 2, 4, 13, 7, 9, 17, 8, 12, 1, 19, 16, 20, 5, 14, 3, 18, 11, 6, 10, 21]",558.4127621851302,17.252358436584473
3202,"[[0, 0], [24, 14], [41, 12], [49, 43], [35, 28], [48, 47], [33, 29], [36, 15], [41, 1], [24, 49], [43, 8], [2, 43], [37, 42], [23, 8], [24, 1], [21, 8], [50, 48], [32, 16], [9, 42], [12, 27], [48, 43], [0, 0]]","[0, 1, 17, 7, 2, 10, 8, 14, 13, 15, 19, 11, 18, 9, 12, 5, 16, 3, 20, 4, 6, 21]",247.5244648982748,16.827771186828613
3203,"[[0, 0], [28, 7], [5, 24], [4, 103], [18, 47], [25, 26], [3, 2], [26, 100], [10, 14], [10, 59], [30, 54], [8, 82], [3, 2], [6, 101], [37, 70], [29, 72], [9, 77], [3, 41], [36, 22], [8, 75], [21, 19], [0, 0]]","[0, 6, 12, 8, 20, 1, 18, 5, 4, 10, 14, 15, 19, 16, 11, 13, 3, 7, 9, 17, 2, 21]",310.559441932312,17.50708031654358
3204,"[[0, 0], [18, 43], [19, 54], [14, 46], [12, 38], [16, 60], [18, 18], [4, 46], [13, 4], [11, 49], [11, 62], [14, 35], [2, 15], [19, 36], [7, 6], [17, 66], [11, 8], [21, 47], [7, 40], [4, 69], [5, 43], [0, 0]]","[0, 14, 16, 8, 6, 13, 11, 4, 18, 9, 3, 1, 17, 2, 5, 15, 19, 10, 7, 20, 12, 21]",195.47063941767365,13.339086294174194
3205,"[[0, 0], [127, 50], [29, 46], [135, 50], [158, 62], [96, 21], [111, 11], [18, 42], [55, 42], [62, 30], [101, 50], [26, 41], [102, 39], [113, 57], [163, 49], [136, 19], [132, 12], [115, 17], [127, 31], [112, 22], [98, 16], [0, 0]]","[0, 7, 11, 2, 8, 9, 5, 20, 6, 17, 19, 16, 15, 18, 3, 1, 14, 4, 13, 10, 12, 21]",469.70992263977786,18.82989478111267
3206,"[[0, 0], [66, 36], [7, 94], [5, 91], [62, 40], [6, 55], [37, 5], [73, 113], [43, 114], [7, 42], [72, 54], [97, 72], [21, 72], [23, 104], [60, 39], [29, 49], [105, 71], [24, 33], [94, 97], [2, 108], [74, 75], [0, 0]]","[0, 17, 15, 9, 5, 12, 3, 2, 19, 13, 8, 7, 18, 16, 11, 20, 10, 1, 4, 14, 6, 21]",444.6659396262868,15.80663776397705
3207,"[[0, 0], [147, 142], [112, 92], [63, 68], [27, 171], [77, 134], [88, 31], [54, 33], [86, 37], [137, 54], [124, 53], [186, 109], [49, 47], [10, 22], [128, 107], [69, 54], [189, 168], [132, 3], [156, 48], [134, 172], [24, 84], [0, 0]]","[0, 13, 7, 12, 3, 15, 8, 6, 17, 18, 9, 10, 2, 14, 1, 11, 16, 19, 5, 4, 20, 21]",863.3299673246976,15.29934024810791
3208,"[[0, 0], [18, 7], [17, 12], [13, 7], [24, 7], [16, 2], [25, 8], [27, 9], [27, 2], [2, 12], [7, 1], [16, 2], [1, 9], [4, 1], [25, 1], [25, 7], [21, 5], [5, 3], [1, 12], [27, 8], [6, 11], [0, 0]]","[0, 13, 17, 10, 2, 1, 16, 4, 15, 6, 7, 19, 8, 14, 5, 11, 3, 20, 9, 18, 12, 21]",88.96301303973883,15.203012228012083
3209,"[[0, 0], [32, 109], [102, 48], [116, 76], [48, 39], [82, 32], [112, 61], [9, 136], [48, 21], [66, 34], [56, 119], [116, 43], [18, 59], [30, 141], [88, 22], [62, 105], [18, 27], [97, 71], [86, 24], [97, 6], [24, 106], [0, 0]]","[0, 8, 4, 9, 5, 18, 14, 19, 11, 2, 6, 3, 17, 15, 10, 13, 7, 1, 20, 12, 16, 21]",517.8772134368965,14.760215282440186
3210,"[[0, 0], [22, 139], [68, 156], [14, 38], [65, 132], [16, 89], [54, 56], [48, 166], [81, 19], [73, 126], [56, 172], [78, 158], [81, 88], [58, 43], [82, 5], [56, 92], [19, 159], [16, 26], [28, 60], [18, 37], [2, 12], [0, 0]]","[0, 20, 17, 19, 6, 13, 14, 8, 12, 15, 9, 4, 11, 2, 10, 7, 16, 1, 5, 18, 3, 21]",565.4044874957399,14.159947872161863
3211,"[[0, 0], [95, 120], [83, 140], [19, 16], [38, 50], [57, 122], [55, 67], [55, 130], [69, 127], [84, 65], [19, 18], [46, 107], [52, 106], [52, 89], [3, 93], [75, 5], [97, 17], [21, 64], [75, 138], [96, 57], [16, 29], [0, 0]]","[0, 20, 4, 17, 14, 6, 13, 12, 11, 5, 7, 8, 18, 2, 1, 9, 19, 16, 15, 10, 3, 21]",527.2912986527348,15.248172521591188
3212,"[[0, 0], [140, 7], [125, 8], [106, 7], [86, 1], [10, 9], [43, 12], [106, 12], [9, 10], [109, 8], [57, 11], [70, 11], [2, 6], [87, 6], [40, 7], [8, 9], [46, 5], [100, 3], [38, 3], [49, 2], [53, 1], [0, 0]]","[0, 12, 15, 8, 5, 18, 14, 16, 19, 20, 13, 4, 17, 3, 9, 2, 1, 7, 11, 10, 6, 21]",299.73104255821545,15.351268291473389
3213,"[[0, 0], [7, 55], [79, 62], [56, 29], [37, 30], [117, 61], [5, 41], [34, 32], [15, 66], [41, 16], [55, 60], [3, 65], [105, 42], [69, 26], [79, 27], [84, 17], [108, 52], [82, 35], [61, 26], [65, 27], [111, 39], [0, 0]]","[0, 6, 1, 11, 8, 7, 4, 3, 18, 19, 13, 15, 14, 17, 12, 20, 16, 5, 2, 10, 9, 21]",399.233421275756,18.48667287826538
3214,"[[0, 0], [30, 56], [76, 22], [72, 92], [33, 54], [120, 70], [12, 98], [105, 36], [52, 142], [5, 83], [105, 127], [117, 124], [94, 140], [35, 103], [94, 134], [32, 96], [109, 48], [49, 82], [19, 46], [59, 121], [36, 143], [0, 0]]","[0, 18, 1, 3, 17, 15, 9, 6, 13, 20, 8, 19, 12, 14, 10, 11, 5, 16, 7, 2, 4, 21]",625.9412428386171,16.55932068824768
3215,"[[0, 0], [24, 41], [1, 49], [3, 96], [8, 67], [48, 11], [36, 22], [8, 6], [54, 62], [23, 131], [50, 132], [22, 71], [37, 86], [11, 44], [28, 49], [37, 22], [21, 36], [7, 63], [40, 25], [36, 56], [6, 49], [0, 0]]","[0, 7, 6, 15, 18, 5, 16, 1, 14, 11, 4, 17, 20, 2, 3, 9, 10, 12, 8, 19, 13, 21]",458.3542206216472,18.50171947479248
3216,"[[0, 0], [166, 6], [117, 4], [151, 5], [72, 16], [97, 8], [25, 10], [58, 4], [67, 5], [38, 13], [169, 10], [4, 19], [36, 12], [114, 18], [146, 15], [157, 5], [45, 13], [73, 15], [30, 6], [58, 16], [162, 3], [0, 0]]","[0, 11, 6, 18, 12, 9, 16, 19, 17, 4, 13, 14, 3, 15, 20, 1, 10, 2, 5, 8, 7, 21]",372.0147356725253,16.672105312347412
3217,"[[0, 0], [50, 3], [9, 1], [41, 23], [17, 17], [61, 13], [41, 17], [41, 15], [66, 1], [57, 9], [28, 14], [8, 4], [44, 5], [72, 5], [18, 22], [59, 22], [5, 4], [50, 24], [22, 19], [4, 24], [48, 22], [0, 0]]","[0, 16, 11, 19, 4, 14, 18, 10, 7, 6, 3, 20, 17, 15, 5, 13, 8, 9, 1, 12, 2, 21]",203.53176566497945,17.69614577293396
3218,"[[0, 0], [19, 19], [89, 37], [60, 116], [22, 10], [14, 115], [80, 165], [43, 17], [62, 37], [37, 14], [56, 20], [108, 146], [91, 104], [105, 166], [68, 33], [113, 60], [120, 118], [90, 4], [11, 179], [29, 121], [65, 23], [0, 0]]","[0, 4, 9, 7, 10, 20, 14, 8, 17, 2, 15, 12, 16, 11, 13, 6, 18, 5, 19, 3, 1, 21]",666.7275452928284,17.1694552898407
3219,"[[0, 0], [13, 126], [18, 6], [21, 56], [20, 35], [23, 37], [17, 123], [9, 118], [17, 37], [5, 13], [12, 43], [10, 34], [24, 122], [14, 66], [23, 122], [25, 70], [1, 7], [25, 76], [2, 94], [24, 13], [21, 2], [0, 0]]","[0, 2, 20, 19, 4, 5, 8, 10, 3, 15, 17, 18, 7, 1, 6, 14, 12, 13, 11, 9, 16, 21]",310.7607923053131,18.841795444488525
3220,"[[0, 0], [22, 140], [55, 141], [43, 160], [15, 123], [65, 143], [17, 7], [20, 171], [54, 64], [45, 74], [72, 153], [75, 43], [31, 30], [67, 172], [43, 85], [5, 122], [44, 121], [21, 125], [39, 175], [48, 81], [32, 167], [0, 0]]","[0, 12, 11, 8, 9, 19, 14, 16, 2, 5, 10, 13, 3, 18, 20, 7, 1, 17, 4, 15, 6, 21]",508.19897392199937,15.12311553955078
3221,"[[0, 0], [61, 45], [142, 29], [146, 24], [86, 29], [96, 5], [15, 20], [46, 9], [78, 45], [150, 42], [87, 18], [123, 48], [115, 55], [114, 6], [2, 50], [62, 56], [113, 38], [55, 27], [153, 36], [28, 27], [28, 9], [0, 0]]","[0, 6, 19, 20, 7, 17, 1, 8, 4, 10, 5, 13, 16, 9, 18, 3, 2, 11, 12, 15, 14, 21]",490.72000617262256,17.883962631225586
3222,"[[0, 0], [74, 138], [63, 42], [36, 159], [60, 12], [55, 12], [17, 79], [62, 130], [73, 73], [26, 131], [5, 132], [20, 84], [68, 5], [13, 45], [52, 27], [18, 66], [56, 113], [50, 13], [30, 37], [10, 72], [4, 153], [0, 0]]","[0, 17, 5, 4, 12, 14, 2, 8, 16, 7, 1, 3, 20, 10, 9, 11, 6, 19, 15, 13, 18, 21]",504.8241776363407,18.13083529472351
3223,"[[0, 0], [29, 106], [10, 169], [53, 139], [97, 73], [121, 166], [9, 7], [120, 170], [76, 111], [74, 165], [11, 73], [60, 11], [49, 175], [10, 148], [117, 2], [79, 73], [60, 9], [3, 44], [43, 53], [102, 29], [35, 27], [0, 0]]","[0, 6, 20, 18, 11, 16, 19, 14, 4, 15, 8, 3, 12, 2, 13, 9, 7, 5, 1, 10, 17, 21]",796.1448597305949,19.081313848495483
3224,"[[0, 0], [17, 39], [1, 10], [2, 124], [8, 7], [4, 71], [15, 3], [8, 74], [7, 29], [20, 131], [14, 128], [7, 36], [3, 45], [6, 93], [15, 15], [10, 40], [8, 69], [14, 127], [11, 63], [19, 120], [12, 56], [0, 0]]","[0, 4, 6, 14, 8, 11, 15, 1, 20, 18, 16, 5, 7, 13, 3, 17, 10, 9, 19, 12, 2, 21]",309.13894411997603,17.866905689239502
3225,"[[0, 0], [25, 67], [18, 59], [50, 17], [135, 49], [49, 65], [85, 70], [23, 63], [99, 19], [68, 46], [129, 52], [5, 31], [94, 60], [143, 33], [140, 7], [135, 66], [150, 67], [107, 19], [53, 14], [44, 24], [57, 60], [0, 0]]","[0, 11, 2, 7, 1, 5, 20, 9, 6, 12, 15, 16, 10, 4, 13, 14, 17, 8, 18, 3, 19, 21]",452.3460714256785,14.572829961776732
3226,"[[0, 0], [25, 78], [13, 98], [67, 90], [65, 125], [67, 31], [43, 10], [39, 62], [32, 30], [5, 51], [66, 120], [77, 22], [29, 28], [80, 71], [59, 149], [25, 58], [61, 95], [58, 22], [49, 135], [38, 127], [18, 87], [0, 0]]","[0, 12, 8, 6, 17, 11, 5, 13, 3, 16, 10, 4, 14, 18, 19, 2, 20, 1, 7, 15, 9, 21]",446.4634163758769,15.77163815498352
3227,"[[0, 0], [121, 158], [59, 110], [171, 116], [158, 78], [161, 68], [143, 139], [52, 148], [165, 80], [144, 104], [17, 60], [62, 143], [20, 147], [45, 7], [141, 37], [127, 149], [42, 141], [31, 38], [64, 13], [133, 79], [165, 8], [0, 0]]","[0, 17, 10, 2, 11, 7, 16, 12, 1, 15, 6, 9, 3, 4, 8, 5, 19, 20, 14, 18, 13, 21]",766.401532476831,20.36745572090149
3228,"[[0, 0], [22, 97], [69, 127], [126, 36], [36, 83], [70, 18], [28, 176], [32, 109], [54, 133], [112, 11], [18, 15], [39, 53], [83, 146], [103, 20], [145, 54], [55, 57], [48, 154], [122, 67], [138, 98], [36, 21], [10, 147], [0, 0]]","[0, 10, 19, 11, 15, 4, 1, 7, 16, 6, 20, 8, 2, 12, 18, 17, 14, 3, 9, 13, 5, 21]",662.4096409121524,18.81226658821106
3229,"[[0, 0], [102, 90], [8, 89], [57, 24], [32, 41], [9, 14], [36, 94], [32, 93], [12, 126], [64, 64], [131, 81], [71, 34], [27, 1], [130, 85], [50, 58], [41, 41], [95, 78], [37, 87], [95, 11], [85, 87], [99, 22], [0, 0]]","[0, 12, 3, 18, 20, 11, 15, 4, 17, 6, 7, 2, 8, 19, 1, 13, 10, 16, 9, 14, 5, 21]",599.7174722661217,16.923304319381714
3230,"[[0, 0], [61, 19], [1, 133], [108, 122], [63, 16], [76, 32], [8, 30], [15, 28], [80, 47], [14, 22], [84, 50], [59, 8], [120, 16], [24, 98], [108, 63], [65, 100], [63, 82], [113, 36], [1, 95], [131, 94], [110, 123], [0, 0]]","[0, 9, 7, 11, 4, 1, 5, 8, 10, 12, 17, 14, 19, 20, 3, 15, 16, 13, 2, 18, 6, 21]",592.0945108915447,16.57554841041565
3231,"[[0, 0], [122, 45], [124, 23], [78, 41], [111, 16], [74, 22], [88, 13], [88, 2], [51, 2], [105, 23], [118, 38], [32, 1], [43, 27], [121, 48], [42, 17], [11, 5], [65, 43], [113, 3], [115, 35], [85, 46], [22, 29], [0, 0]]","[0, 15, 11, 8, 5, 6, 7, 17, 4, 9, 2, 10, 1, 13, 18, 19, 3, 16, 12, 14, 20, 21]",368.3855899573407,18.04761505126953
3232,"[[0, 0], [121, 11], [131, 10], [63, 5], [55, 1], [158, 38], [73, 26], [138, 12], [128, 17], [109, 10], [105, 36], [79, 10], [88, 30], [13, 27], [22, 2], [8, 34], [181, 26], [162, 4], [41, 11], [37, 2], [109, 27], [0, 0]]","[0, 14, 19, 4, 3, 11, 9, 1, 8, 2, 7, 17, 16, 5, 20, 10, 12, 6, 18, 13, 15, 21]",431.03353123901576,17.942195177078247
3233,"[[0, 0], [4, 13], [10, 5], [7, 1], [5, 5], [9, 4], [2, 6], [2, 12], [5, 7], [8, 19], [3, 18], [9, 7], [5, 5], [10, 19], [4, 9], [9, 14], [10, 10], [4, 8], [14, 12], [6, 5], [12, 5], [0, 0]]","[0, 6, 17, 14, 8, 4, 12, 19, 11, 16, 1, 7, 10, 9, 13, 15, 18, 20, 2, 5, 3, 21]",75.13806017181564,14.288140058517456
3234,"[[0, 0], [20, 11], [31, 16], [27, 23], [28, 26], [15, 9], [2, 37], [19, 4], [27, 41], [29, 15], [6, 14], [4, 5], [31, 36], [2, 3], [12, 10], [31, 8], [12, 27], [9, 14], [10, 27], [18, 33], [9, 32], [0, 0]]","[0, 13, 11, 14, 5, 7, 1, 15, 9, 2, 3, 4, 12, 8, 19, 16, 18, 20, 6, 17, 10, 21]",158.99172502005223,15.67573380470276
3235,"[[0, 0], [58, 41], [67, 40], [79, 46], [19, 71], [39, 31], [68, 29], [85, 65], [41, 81], [71, 71], [25, 24], [36, 77], [28, 54], [7, 15], [87, 36], [2, 74], [6, 8], [81, 83], [15, 6], [9, 35], [22, 19], [0, 0]]","[0, 18, 20, 10, 5, 1, 2, 6, 14, 3, 7, 17, 9, 8, 11, 4, 15, 12, 19, 13, 16, 21]",350.17420363662006,18.69240880012512
3236,"[[0, 0], [101, 46], [40, 24], [30, 83], [139, 5], [104, 7], [113, 24], [49, 1], [37, 84], [69, 4], [50, 60], [49, 39], [103, 29], [92, 71], [146, 10], [77, 28], [26, 47], [148, 110], [114, 29], [106, 100], [2, 15], [0, 0]]","[0, 20, 2, 11, 10, 8, 3, 16, 9, 12, 18, 6, 5, 4, 14, 17, 19, 13, 1, 15, 7, 21]",664.1695594252839,14.557434797286987
3237,"[[0, 0], [41, 44], [43, 36], [6, 34], [46, 46], [13, 44], [25, 41], [31, 10], [5, 4], [4, 34], [37, 42], [55, 2], [4, 16], [55, 51], [8, 14], [42, 22], [31, 47], [3, 13], [55, 9], [34, 28], [44, 4], [0, 0]]","[0, 17, 12, 14, 3, 9, 5, 6, 16, 10, 1, 4, 13, 2, 19, 15, 18, 11, 20, 7, 8, 21]",229.56758871713092,12.68719244003296
3238,"[[0, 0], [100, 178], [110, 170], [115, 94], [30, 94], [81, 27], [49, 151], [1, 147], [125, 84], [161, 27], [34, 159], [164, 24], [9, 6], [104, 143], [153, 50], [117, 80], [22, 32], [13, 36], [115, 123], [123, 128], [90, 137], [0, 0]]","[0, 12, 16, 17, 4, 7, 10, 6, 20, 18, 3, 8, 15, 14, 9, 11, 19, 2, 1, 13, 5, 21]",828.6530159378566,18.002219438552856
3239,"[[0, 0], [133, 3], [116, 72], [182, 70], [162, 44], [105, 136], [85, 184], [39, 116], [142, 8], [167, 3], [36, 96], [107, 128], [66, 38], [173, 23], [146, 45], [32, 117], [164, 146], [112, 73], [102, 122], [118, 106], [190, 173], [0, 0]]","[0, 12, 17, 2, 19, 18, 11, 5, 7, 14, 4, 13, 9, 8, 1, 3, 16, 20, 6, 15, 10, 21]",1017.1115286303376,18.380791902542114
3240,"[[0, 0], [63, 25], [19, 50], [138, 27], [23, 31], [47, 22], [136, 33], [36, 40], [81, 26], [8, 30], [35, 25], [67, 32], [117, 7], [88, 9], [16, 35], [115, 17], [136, 6], [141, 9], [39, 11], [9, 53], [128, 49], [0, 0]]","[0, 4, 10, 18, 5, 1, 13, 15, 12, 16, 17, 3, 6, 20, 8, 11, 7, 2, 19, 14, 9, 21]",420.3480090426305,17.834572315216064
3241,"[[0, 0], [103, 55], [126, 64], [16, 12], [127, 26], [164, 18], [22, 11], [91, 56], [81, 58], [24, 60], [101, 56], [143, 23], [157, 51], [1, 59], [120, 4], [59, 65], [39, 15], [155, 64], [17, 9], [18, 8], [87, 58], [0, 0]]","[0, 18, 19, 3, 6, 13, 9, 15, 8, 20, 7, 10, 1, 2, 17, 12, 5, 11, 4, 14, 16, 21]",471.8360010183984,17.25043749809265
3242,"[[0, 0], [25, 47], [64, 28], [52, 19], [13, 11], [57, 33], [15, 40], [90, 35], [100, 35], [18, 34], [47, 45], [46, 5], [56, 43], [34, 45], [13, 37], [99, 14], [32, 31], [102, 20], [15, 18], [36, 46], [30, 17], [0, 0]]","[0, 4, 18, 20, 16, 9, 14, 6, 1, 13, 19, 10, 12, 5, 2, 7, 8, 17, 15, 3, 11, 21]",306.3529974318107,14.864412307739258
3243,"[[0, 0], [1, 30], [38, 45], [7, 39], [34, 46], [45, 17], [10, 11], [14, 50], [49, 8], [31, 35], [50, 52], [2, 32], [40, 1], [9, 44], [9, 34], [19, 44], [11, 24], [7, 28], [32, 49], [2, 39], [26, 30], [0, 0]]","[0, 16, 17, 1, 11, 14, 19, 3, 13, 7, 15, 18, 4, 2, 10, 9, 20, 5, 8, 12, 6, 21]",240.3831752432655,16.252680778503418
3244,"[[0, 0], [18, 1], [22, 10], [30, 16], [100, 7], [41, 6], [95, 4], [105, 9], [7, 11], [81, 6], [60, 1], [186, 6], [24, 5], [98, 13], [166, 2], [39, 6], [164, 10], [64, 9], [76, 14], [67, 4], [131, 9], [0, 0]]","[0, 1, 12, 2, 3, 15, 5, 10, 19, 9, 6, 4, 7, 20, 14, 11, 16, 13, 18, 17, 8, 21]",397.45492988565184,17.54280972480774
3245,"[[0, 0], [122, 36], [184, 37], [179, 50], [132, 67], [177, 62], [150, 70], [66, 56], [96, 77], [29, 92], [133, 4], [138, 99], [193, 63], [195, 60], [41, 67], [165, 25], [178, 60], [56, 63], [157, 13], [49, 13], [50, 58], [0, 0]]","[0, 20, 14, 9, 17, 4, 6, 5, 16, 3, 2, 15, 18, 10, 1, 13, 12, 11, 8, 7, 19, 21]",727.9013787587046,20.16775345802307
3246,"[[0, 0], [46, 95], [80, 132], [71, 98], [10, 54], [57, 39], [35, 92], [32, 82], [96, 129], [14, 43], [52, 28], [25, 110], [34, 34], [120, 47], [76, 73], [45, 107], [124, 12], [46, 136], [120, 129], [18, 38], [57, 19], [0, 0]]","[0, 4, 9, 19, 12, 10, 5, 14, 3, 1, 7, 6, 11, 15, 17, 2, 8, 18, 13, 16, 20, 21]",627.7648332317435,16.479108333587646
